Classe;Désignation;UPW;Score DEA;Rang DEA;Flux net PROMETHEE II;Rang PROMETHEE II;Écart de rang;Profil
R2;Agency_956;UPW_018;0,835;43;0,161;107;64;Performantes sur les deux dimensions
R2;Agency_693;UPW_013;0,821;46;0,274;46;0;Performantes sur les deux dimensions
R2;Agency_738;UPW_052;0,815;47;0,112;143;96;Performantes sur les deux dimensions
R2;Agency_691;UPW_004;0,812;48;0,189;88;40;Performantes sur les deux dimensions
R2;Agency_861;UPW_017;0,811;49;0,046;189;140;Performantes sur les deux dimensions
R2;Agency_923;UPW_054;0,809;50;0,317;26;24;Performantes sur les deux dimensions
R2;Agency_631;UPW_036;0,808;51;0,288;36;15;Performantes sur les deux dimensions
R2;Agency_624;UPW_016;0,801;53;0,044;191;138;Performantes sur les deux dimensions
R2;Agency_825;UPW_006;0,799;54;0,28;42;12;Performantes sur les deux dimensions
R2;Agency_357;UPW_018;0,798;55;0,01;214;159;Performantes sur les deux dimensions
R2;Agency_674;UPW_038;0,796;56;0,274;47;9;Performantes sur les deux dimensions
R2;Agency_432;UPW_038;0,792;57;0,038;193;136;Performantes sur les deux dimensions
R2;Agency_065;UPW_005;0,791;58;0,046;188;130;Performantes sur les deux dimensions
R2;Agency_845;UPW_002;0,786;59;0,329;25;34;Performantes sur les deux dimensions
R2;Agency_700;UPW_016;0,782;60;0,133;125;65;Performantes sur les deux dimensions
R2;Agency_430;UPW_017;0,778;62;0,016;207;145;Performantes sur les deux dimensions
R2;Agency_169;UPW_043;0,776;63;0,241;57;6;Performantes sur les deux dimensions
R2;Agency_732;UPW_041;0,774;64;0,345;20;44;Performantes sur les deux dimensions
R2;Agency_175;UPW_010;0,774;65;0,313;28;37;Performantes sur les deux dimensions
R2;Agency_798;UPW_043;0,773;66;0,097;151;85;Performantes sur les deux dimensions
R2;Agency_197;UPW_043;0,772;67;0,334;24;43;Performantes sur les deux dimensions
R2;Agency_902;UPW_056;0,771;68;0,232;61;7;Performantes sur les deux dimensions
R2;Agency_537;UPW_035;0,771;69;0,114;138;69;Performantes sur les deux dimensions
R2;Agency_562;UPW_055;0,763;70;0,181;92;22;Performantes sur les deux dimensions
R2;Agency_180;UPW_022;0,763;73;0,209;74;1;Performantes sur les deux dimensions
R2;Agency_482;UPW_032;0,76;74;0,289;34;40;Performantes sur les deux dimensions
R2;Agency_011;UPW_001;0,759;76;0,045;190;114;Performantes sur les deux dimensions
R2;Agency_358;UPW_016;0,757;77;0,061;174;97;Performantes sur les deux dimensions
R2;Agency_745;UPW_038;0,756;78;0,223;67;11;Performantes sur les deux dimensions
R2;Agency_301;UPW_048;0,755;79;0,16;109;30;Performantes sur les deux dimensions
R2;Agency_820;UPW_043;0,75;80;0,134;123;43;Performantes sur les deux dimensions
R2;Agency_231;UPW_019;0,746;81;0,281;41;40;Performantes sur les deux dimensions
R2;Agency_739;UPW_041;0,746;82;0,231;62;20;Performantes sur les deux dimensions
R2;Agency_435;UPW_018;0,746;83;0,112;140;57;Performantes sur les deux dimensions
R2;Agency_389;UPW_048;0,743;85;0,211;72;13;Performantes sur les deux dimensions
R2;Agency_871;UPW_046;0,742;86;0,189;87;1;Performantes sur les deux dimensions
R2;Agency_950;UPW_050;0,742;87;0,409;7;80;Performantes sur les deux dimensions
R2;Agency_037;UPW_043;0,739;88;0,201;83;5;Performantes sur les deux dimensions
R2;Agency_921;UPW_016;0,738;89;0,152;116;27;Performantes sur les deux dimensions
R2;Agency_929;UPW_004;0,736;91;0,074;161;70;Performantes sur les deux dimensions
R2;Agency_088;UPW_038;0,736;92;0,214;71;21;Performantes sur les deux dimensions
R2;Agency_123;UPW_001;0,731;93;0,104;147;54;Performantes sur les deux dimensions
R2;Agency_146;UPW_009;0,731;94;0,338;23;71;Performantes sur les deux dimensions
R2;Agency_199;UPW_013;0,727;95;0,228;64;31;Performantes sur les deux dimensions
R2;Agency_610;UPW_025;0,724;96;0,152;115;19;Performantes sur les deux dimensions
R2;Agency_549;UPW_005;0,723;98;0,177;97;1;Performantes sur les deux dimensions
R2;Agency_442;UPW_029;0,721;100;0,291;33;67;Performantes sur les deux dimensions
R2;Agency_460;UPW_023;0,719;101;0,204;79;22;Performantes sur les deux dimensions
R2;Agency_681;UPW_035;0,718;103;0,173;100;3;Performantes sur les deux dimensions
R2;Agency_475;UPW_049;0,715;104;0,305;30;74;Performantes sur les deux dimensions
R2;Agency_222;UPW_043;0,714;105;0,123;131;26;Performantes sur les deux dimensions
R2;Agency_593;UPW_002;0,714;106;0,404;9;97;Performantes sur les deux dimensions
R2;Agency_214;UPW_019;0,713;107;0,012;212;105;Performantes sur les deux dimensions
R2;Agency_441;UPW_048;0,713;108;0,174;99;9;Performantes sur les deux dimensions
R2;Agency_062;UPW_043;0,712;109;0,223;66;43;Performantes sur les deux dimensions
R2;Agency_867;UPW_006;0,712;110;0,277;44;66;Performantes sur les deux dimensions
R2;Agency_286;UPW_052;0,709;111;0,063;173;62;Performantes sur les deux dimensions
R2;Agency_609;UPW_031;0,703;112;0,132;128;16;Performantes sur les deux dimensions
R2;Agency_558;UPW_026;0,702;113;0,311;29;84;Performantes sur les deux dimensions
R2;Agency_483;UPW_032;0,701;114;0,132;130;16;Performantes sur les deux dimensions
R2;Agency_263;UPW_013;0,701;115;0,249;53;62;Performantes sur les deux dimensions
R2;Agency_360;UPW_049;0,7;116;0,288;37;79;Performantes sur les deux dimensions
R2;Agency_033;UPW_045;0,7;117;0,145;118;1;Performantes sur les deux dimensions
R2;Agency_634;UPW_014;0,698;118;0,054;181;63;Performantes sur les deux dimensions
R2;Agency_196;UPW_016;0,69;121;0,252;52;69;Performantes sur les deux dimensions
R2;Agency_458;UPW_023;0,69;122;0,004;218;96;Performantes sur les deux dimensions
R2;Agency_329;UPW_017;0,686;125;0,132;127;2;Performantes sur les deux dimensions
R2;Agency_021;UPW_052;0,685;126;0,187;89;37;Performantes sur les deux dimensions
R2;Agency_390;UPW_002;0,685;127;0,133;126;1;Performantes sur les deux dimensions
R2;Agency_894;UPW_025;0,684;128;0,185;91;37;Performantes sur les deux dimensions
R2;Agency_615;UPW_031;0,684;129;0,118;137;8;Performantes sur les deux dimensions
R2;Agency_840;UPW_052;0,684;130;0,169;103;27;Performantes sur les deux dimensions
R2;Agency_570;UPW_041;0,683;131;0,264;49;82;Performantes sur les deux dimensions
R2;Agency_009;UPW_043;0,683;132;0,265;48;84;Performantes sur les deux dimensions
R2;Agency_212;UPW_007;0,683;133;0,14;120;13;Performantes sur les deux dimensions
R2;Agency_052;UPW_045;0,682;134;0,208;76;58;Performantes sur les deux dimensions
R2;Agency_036;UPW_049;0,682;135;0,123;132;3;Performantes sur les deux dimensions
R2;Agency_947;UPW_019;0,681;136;0,179;95;41;Performantes sur les deux dimensions
R2;Agency_200;UPW_006;0,68;139;0,152;113;26;Performantes sur les deux dimensions
R2;Agency_363;UPW_019;0,679;140;0,046;187;47;Performantes sur les deux dimensions
R2;Agency_574;UPW_029;0,677;141;0,378;13;128;Performantes sur les deux dimensions
R2;Agency_754;UPW_017;0,676;142;0,092;152;10;Performantes sur les deux dimensions
R2;Agency_198;UPW_017;0,674;144;0,2;84;60;Performantes sur les deux dimensions
R2;Agency_787;UPW_034;0,672;145;0,059;178;33;Performantes sur les deux dimensions
R2;Agency_028;UPW_040;0,671;146;0,292;32;114;Performantes sur les deux dimensions
R2;Agency_321;UPW_018;0,67;147;0,074;162;15;Performantes sur les deux dimensions
R2;Agency_220;UPW_038;0,669;148;0,007;215;67;Performantes sur les deux dimensions
R2;Agency_897;UPW_029;0,667;149;0,18;94;55;Performantes sur les deux dimensions
R2;Agency_524;UPW_048;0,665;151;0,066;170;19;Performantes sur les deux dimensions
R2;Agency_415;UPW_015;0,663;153;0,289;35;118;Performantes sur les deux dimensions
R2;Agency_050;UPW_040;0,662;154;0,026;202;48;Performantes sur les deux dimensions
R2;Agency_873;UPW_013;0,661;155;0,118;136;19;Performantes sur les deux dimensions
R2;Agency_364;UPW_022;0,659;156;0,297;31;125;Performantes sur les deux dimensions
R2;Agency_038;UPW_023;0,651;158;0,202;82;76;Performantes sur les deux dimensions
R2;Agency_642;UPW_041;0,651;159;0,101;148;11;Performantes sur les deux dimensions
R2;Agency_723;UPW_039;0,648;160;0,16;110;50;Performantes sur les deux dimensions
R2;Agency_311;UPW_033;0,647;161;0,033;198;37;Performantes sur les deux dimensions
R2;Agency_472;UPW_054;0,646;164;0,067;167;3;Performantes sur les deux dimensions
R2;Agency_953;UPW_041;0,646;165;0,068;166;1;Performantes sur les deux dimensions
R2;Agency_201;UPW_045;0,641;167;0,138;121;46;Performantes sur les deux dimensions
R2;Agency_141;UPW_023;0,636;172;0,013;210;38;Performantes sur les deux dimensions
R2;Agency_521;UPW_025;0,636;173;0,11;144;29;Performantes sur les deux dimensions
R2;Agency_048;UPW_036;0,636;174;0,034;197;23;Performantes sur les deux dimensions
R2;Agency_793;UPW_042;0,636;175;0,112;142;33;Performantes sur les deux dimensions
R2;Agency_613;UPW_031;0,635;176;0,078;158;18;Performantes sur les deux dimensions
R2;Agency_164;UPW_014;0,634;177;0,161;108;69;Performantes sur les deux dimensions
R2;Agency_219;UPW_033;0,631;178;0,214;70;108;Performantes sur les deux dimensions
R2;Agency_373;UPW_019;0,631;179;0,011;213;34;Performantes sur les deux dimensions
R2;Agency_857;UPW_045;0,622;186;0,166;104;82;Performantes sur les deux dimensions
R2;Agency_017;UPW_005;0,62;187;0,002;219;32;Performantes sur les deux dimensions
R2;Agency_338;UPW_039;0,62;188;0,061;175;13;Performantes sur les deux dimensions
R2;Agency_633;UPW_006;0,617;190;0,286;38;152;Performantes sur les deux dimensions
R2;Agency_958;UPW_030;0,616;191;0,219;69;122;Performantes sur les deux dimensions
R2;Agency_444;UPW_003;0,613;194;0,087;153;41;Performantes sur les deux dimensions
R2;Agency_429;UPW_012;0,607;199;0,338;22;177;Performantes sur les deux dimensions
R2;Agency_322;UPW_013;0,607;200;0,076;160;40;Performantes sur les deux dimensions
R2;Agency_023;UPW_018;0,604;203;0,016;206;3;Performantes sur les deux dimensions
R2;Agency_002;UPW_009;0,602;205;0,067;169;36;Performantes sur les deux dimensions
R2;Agency_272;UPW_032;0,602;206;0,013;211;5;Performantes sur les deux dimensions
R2;Agency_866;UPW_049;0,601;207;0,14;119;88;Performantes sur les deux dimensions
R2;Agency_396;UPW_014;0,6;208;0,035;196;12;Performantes sur les deux dimensions
R2;Agency_343;UPW_018;0,597;209;0,152;114;95;Performantes sur les deux dimensions
R2;Agency_228;UPW_014;0,595;214;0,209;75;139;Performantes sur les deux dimensions
R2;Agency_781;UPW_005;0,594;216;0,234;60;156;Performantes sur les deux dimensions
R2;Agency_733;UPW_008;0,594;217;0,162;106;111;Performantes sur les deux dimensions
R2;Agency_541;UPW_031;0,589;219;0,086;154;65;Performantes sur les deux dimensions
R3;Agency_646;UPW_037;0,828;17;-0,073;132;115;Efficientes mais faibles sur le plan multicritère
R3;Agency_709;UPW_038;0,797;24;-0,175;169;145;Efficientes mais faibles sur le plan multicritère
R3;Agency_187;UPW_036;0,76;28;-0,063;129;101;Efficientes mais faibles sur le plan multicritère
R3;Agency_544;UPW_017;0,738;32;-0,097;139;107;Efficientes mais faibles sur le plan multicritère
R3;Agency_069;UPW_019;0,735;34;-0,046;124;90;Efficientes mais faibles sur le plan multicritère
R3;Agency_211;UPW_036;0,68;47;-0,101;140;93;Efficientes mais faibles sur le plan multicritère
R3;Agency_015;UPW_031;0,672;52;-0,107;142;90;Efficientes mais faibles sur le plan multicritère
R3;Agency_206;UPW_013;0,665;57;-0,024;118;61;Efficientes mais faibles sur le plan multicritère
R3;Agency_148;UPW_008;0,663;59;-0,158;167;108;Efficientes mais faibles sur le plan multicritère
R3;Agency_298;UPW_004;0,657;63;-0,045;123;60;Efficientes mais faibles sur le plan multicritère
R3;Agency_942;UPW_054;0,647;68;-0,062;128;60;Efficientes mais faibles sur le plan multicritère
R3;Agency_766;UPW_033;0,646;69;-0,016;112;43;Efficientes mais faibles sur le plan multicritère
R3;Agency_368;UPW_005;0,64;70;-0,138;158;88;Efficientes mais faibles sur le plan multicritère
R3;Agency_293;UPW_007;0,613;82;-0,152;166;84;Efficientes mais faibles sur le plan multicritère
R3;Agency_637;UPW_032;0,613;83;-0,123;152;69;Efficientes mais faibles sur le plan multicritère
R3;Agency_654;UPW_056;0,605;85;-0,112;145;60;Efficientes mais faibles sur le plan multicritère
R3;Agency_258;UPW_055;0,597;90;-0,119;147;57;Efficientes mais faibles sur le plan multicritère
R3;Agency_841;UPW_032;0,596;91;-0,251;186;95;Efficientes mais faibles sur le plan multicritère
R3;Agency_170;UPW_010;0,582;97;-0,178;171;74;Efficientes mais faibles sur le plan multicritère
R3;Agency_660;UPW_052;0,576;98;-0,002;109;11;Efficientes mais faibles sur le plan multicritère
R3;Agency_280;UPW_017;0,574;99;-0,338;197;98;Efficientes mais faibles sur le plan multicritère
R3;Agency_394;UPW_013;0,573;101;-0,089;137;36;Efficientes mais faibles sur le plan multicritère
R3;Agency_261;UPW_016;0,573;102;-0,391;203;101;Efficientes mais faibles sur le plan multicritère
R3;Agency_602;UPW_052;0,57;104;-0,178;170;66;Efficientes mais faibles sur le plan multicritère
R3;Agency_659;UPW_041;0,567;105;-0,192;174;69;Efficientes mais faibles sur le plan multicritère
R3;Agency_325;UPW_017;0,566;106;-0,198;178;72;Efficientes mais faibles sur le plan multicritère
R3;Agency_450;UPW_038;0,564;107;-0,12;148;41;Efficientes mais faibles sur le plan multicritère
R3;Agency_213;UPW_046;0,555;111;0,12;67;44;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_066;UPW_035;0,549;113;0,123;65;48;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_545;UPW_019;0,548;114;-0,001;107;7;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_869;UPW_046;0,543;117;0,161;54;63;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_401;UPW_002;0,538;120;0,096;75;45;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_579;UPW_005;0,537;121;0,097;74;47;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_445;UPW_041;0,536;122;0,105;71;51;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_535;UPW_031;0,536;123;0,09;77;46;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_814;UPW_007;0,533;124;-0,001;106;18;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_879;UPW_011;0,531;127;0,074;85;42;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_418;UPW_056;0,53;128;0,092;76;52;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_584;UPW_009;0,517;134;0,194;48;86;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_930;UPW_032;0,513;136;0,013;100;36;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_742;UPW_005;0,513;137;0,113;69;68;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_346;UPW_045;0,51;138;0,024;97;41;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_204;UPW_017;0,493;147;0,002;105;42;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_077;UPW_035;0,486;154;0,034;94;60;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_833;UPW_021;0,484;155;0,043;92;63;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_881;UPW_031;0,471;163;0,026;96;67;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_003;UPW_035;0,47;164;0,136;62;102;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_056;UPW_002;0,466;165;0,009;104;61;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_402;UPW_020;0,401;192;0,011;103;89;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_040;UPW_038;0,397;194;0,047;90;104;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_045;UPW_019;0,385;197;0,101;73;124;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_647;UPW_012;0,318;205;0,04;93;112;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_254;UPW_045;0,315;206;0,142;60;146;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_149;UPW_002;0,295;210;0,054;88;122;Faibles en DEA mais mieux classées en PROMETHEE II
R3;Agency_217;UPW_040;0,561;108;-0,075;134;26;Faibles sur les deux approches
R3;Agency_792;UPW_039;0,557;109;-0,135;156;47;Faibles sur les deux approches
R3;Agency_805;UPW_006;0,555;110;-0,033;121;11;Faibles sur les deux approches
R3;Agency_515;UPW_045;0,55;112;-0,151;165;53;Faibles sur les deux approches
R3;Agency_486;UPW_043;0,547;115;-0,201;179;64;Faibles sur les deux approches
R3;Agency_179;UPW_045;0,545;116;-0,06;127;11;Faibles sur les deux approches
R3;Agency_060;UPW_040;0,539;118;-0,135;157;39;Faibles sur les deux approches
R3;Agency_215;UPW_041;0,539;119;-0,012;111;8;Faibles sur les deux approches
R3;Agency_944;UPW_044;0,533;125;-0,193;175;50;Faibles sur les deux approches
R3;Agency_448;UPW_048;0,533;126;-0,356;201;75;Faibles sur les deux approches
R3;Agency_078;UPW_055;0,529;129;-0,208;182;53;Faibles sur les deux approches
R3;Agency_108;UPW_004;0,528;130;-0,121;150;20;Faibles sur les deux approches
R3;Agency_755;UPW_016;0,523;131;-0,002;108;23;Faibles sur les deux approches
R3;Agency_838;UPW_038;0,519;132;-0,144;161;29;Faibles sur les deux approches
R3;Agency_810;UPW_046;0,519;133;-0,114;146;13;Faibles sur les deux approches
R3;Agency_510;UPW_009;0,513;135;-0,047;125;10;Faibles sur les deux approches
R3;Agency_499;UPW_015;0,509;139;-0,018;113;26;Faibles sur les deux approches
R3;Agency_143;UPW_042;0,509;140;-0,067;130;10;Faibles sur les deux approches
R3;Agency_677;UPW_032;0,508;141;-0,347;198;57;Faibles sur les deux approches
R3;Agency_173;UPW_010;0,506;142;-0,144;160;18;Faibles sur les deux approches
R3;Agency_751;UPW_036;0,504;143;-0,129;155;12;Faibles sur les deux approches
R3;Agency_342;UPW_007;0,501;144;-0,051;126;18;Faibles sur les deux approches
R3;Agency_154;UPW_008;0,498;145;-0,158;168;23;Faibles sur les deux approches
R3;Agency_837;UPW_039;0,496;146;-0,109;144;2;Faibles sur les deux approches
R3;Agency_495;UPW_039;0,493;148;-0,395;205;57;Faibles sur les deux approches
R3;Agency_327;UPW_017;0,49;149;-0,338;196;47;Faibles sur les deux approches
R3;Agency_172;UPW_010;0,49;150;-0,235;184;34;Faibles sur les deux approches
R3;Agency_949;UPW_056;0,49;151;-0,356;200;49;Faibles sur les deux approches
R3;Agency_604;UPW_005;0,486;152;-0,191;173;21;Faibles sur les deux approches
R3;Agency_171;UPW_010;0,486;153;-0,197;177;24;Faibles sur les deux approches
R3;Agency_183;UPW_045;0,483;156;-0,021;116;40;Faibles sur les deux approches
R3;Agency_057;UPW_025;0,482;157;-0,231;183;26;Faibles sur les deux approches
R3;Agency_334;UPW_006;0,48;158;-0,139;159;1;Faibles sur les deux approches
R3;Agency_051;UPW_032;0,474;159;-0,241;185;26;Faibles sur les deux approches
R3;Agency_939;UPW_056;0,473;160;-0,273;189;29;Faibles sur les deux approches
R3;Agency_145;UPW_005;0,472;161;-0,15;164;3;Faibles sur les deux approches
R3;Agency_687;UPW_035;0,472;162;-0,106;141;21;Faibles sur les deux approches
R3;Agency_297;UPW_035;0,461;166;-0,02;115;51;Faibles sur les deux approches
R3;Agency_425;UPW_029;0,461;167;-0,093;138;29;Faibles sur les deux approches
R3;Agency_302;UPW_052;0,457;168;-0,108;143;25;Faibles sur les deux approches
R3;Agency_595;UPW_052;0,457;169;-0,129;154;15;Faibles sur les deux approches
R3;Agency_252;UPW_015;0,456;170;-0,012;110;60;Faibles sur les deux approches
R3;Agency_185;UPW_030;0,453;171;-0,071;131;40;Faibles sur les deux approches
R3;Agency_945;UPW_042;0,451;172;-0,032;120;52;Faibles sur les deux approches
R3;Agency_071;UPW_043;0,447;173;-0,073;133;40;Faibles sur les deux approches
R3;Agency_392;UPW_006;0,446;174;-0,352;199;25;Faibles sur les deux approches
R3;Agency_917;UPW_049;0,445;175;-0,257;187;12;Faibles sur les deux approches
R3;Agency_862;UPW_033;0,445;176;-0,288;192;16;Faibles sur les deux approches
R3;Agency_581;UPW_030;0,443;177;-0,196;176;1;Faibles sur les deux approches
R3;Agency_039;UPW_044;0,441;178;-0,037;122;56;Faibles sur les deux approches
R3;Agency_903;UPW_048;0,441;179;-0,205;181;2;Faibles sur les deux approches
R3;Agency_178;UPW_048;0,441;180;-0,022;117;63;Faibles sur les deux approches
R3;Agency_318;UPW_055;0,437;181;-0,548;209;28;Faibles sur les deux approches
R3;Agency_763;UPW_046;0,437;182;-0,025;119;63;Faibles sur les deux approches
R3;Agency_381;UPW_006;0,431;183;-0,683;213;30;Faibles sur les deux approches
R3;Agency_542;UPW_031;0,426;184;-0,276;190;6;Faibles sur les deux approches
R3;Agency_303;UPW_006;0,423;185;-0,121;149;36;Faibles sur les deux approches
R3;Agency_505;UPW_009;0,421;186;-0,336;195;9;Faibles sur les deux approches
R3;Agency_361;UPW_024;0,412;187;-0,127;153;34;Faibles sur les deux approches
R3;Agency_083;UPW_055;0,407;188;-0,335;194;6;Faibles sur les deux approches
R3;Agency_210;UPW_035;0,406;189;-0,551;210;21;Faibles sur les deux approches
R3;Agency_190;UPW_017;0,406;190;-0,26;188;2;Faibles sur les deux approches
R3;Agency_527;UPW_029;0,405;191;-0,359;202;11;Faibles sur les deux approches
R3;Agency_497;UPW_032;0,397;193;-0,482;208;15;Faibles sur les deux approches
R3;Agency_852;UPW_032;0,396;195;-0,278;191;4;Faibles sur les deux approches
R3;Agency_362;UPW_052;0,385;196;-0,202;180;16;Faibles sur les deux approches
R3;Agency_331;UPW_043;0,374;198;-0,311;193;5;Faibles sur les deux approches
R3;Agency_676;UPW_004;0,372;199;-0,078;135;64;Faibles sur les deux approches
R3;Agency_868;UPW_046;0,37;200;-0,443;206;6;Faibles sur les deux approches
R3;Agency_019;UPW_015;0,354;201;-0,463;207;6;Faibles sur les deux approches
R3;Agency_564;UPW_027;0,345;202;-0,552;211;9;Faibles sur les deux approches
R3;Agency_276;UPW_015;0,339;203;-0,149;163;40;Faibles sur les deux approches
R3;Agency_635;UPW_043;0,318;204;-0,08;136;68;Faibles sur les deux approches
R3;Agency_468;UPW_041;0,312;207;-0,393;204;3;Faibles sur les deux approches
R3;Agency_433;UPW_020;0,301;208;-0,019;114;94;Faibles sur les deux approches
R3;Agency_359;UPW_006;0,3;209;-0,122;151;58;Faibles sur les deux approches
R3;Agency_559;UPW_026;0,287;211;-0,145;162;49;Faibles sur les deux approches
R3;Agency_804;UPW_044;0,27;212;-0,644;212;0;Faibles sur les deux approches
R3;Agency_064;UPW_005;0,188;213;-0,189;172;41;Faibles sur les deux approches
R3;Agency_612;UPW_031;1,0;1;0,396;7;6;Performantes sur les deux dimensions
R3;Agency_961;UPW_015;1,0;2;0,383;9;7;Performantes sur les deux dimensions
R3;Agency_082;UPW_043;1,0;3;0,338;17;14;Performantes sur les deux dimensions
R3;Agency_025;UPW_043;1,0;4;0,27;27;23;Performantes sur les deux dimensions
R3;Agency_697;UPW_036;1,0;5;0,085;79;74;Performantes sur les deux dimensions
R3;Agency_294;UPW_048;1,0;6;0,079;81;75;Performantes sur les deux dimensions
R3;Agency_278;UPW_052;0,987;7;0,277;25;18;Performantes sur les deux dimensions
R3;Agency_428;UPW_023;0,983;8;0,396;8;0;Performantes sur les deux dimensions
R3;Agency_586;UPW_052;0,956;9;0,369;12;3;Performantes sur les deux dimensions
R3;Agency_501;UPW_035;0,926;10;0,451;1;9;Performantes sur les deux dimensions
R3;Agency_655;UPW_039;0,892;11;0,104;72;61;Performantes sur les deux dimensions
R3;Agency_679;UPW_002;0,887;12;0,333;19;7;Performantes sur les deux dimensions
R3;Agency_539;UPW_039;0,858;13;0,086;78;65;Performantes sur les deux dimensions
R3;Agency_583;UPW_033;0,858;14;0,155;55;41;Performantes sur les deux dimensions
R3;Agency_496;UPW_019;0,851;15;0,354;15;0;Performantes sur les deux dimensions
R3;Agency_727;UPW_055;0,83;16;0,233;35;19;Performantes sur les deux dimensions
R3;Agency_585;UPW_045;0,825;18;0,146;59;41;Performantes sur les deux dimensions
R3;Agency_576;UPW_018;0,814;19;0,425;4;15;Performantes sur les deux dimensions
R3;Agency_556;UPW_018;0,813;20;0,438;3;17;Performantes sur les deux dimensions
R3;Agency_666;UPW_035;0,806;21;0,216;41;20;Performantes sur les deux dimensions
R3;Agency_493;UPW_013;0,801;22;0,403;6;16;Performantes sur les deux dimensions
R3;Agency_795;UPW_042;0,798;23;0,208;43;20;Performantes sur les deux dimensions
R3;Agency_952;UPW_034;0,796;25;0,438;2;23;Performantes sur les deux dimensions
R3;Agency_007;UPW_035;0,79;26;0,359;14;12;Performantes sur les deux dimensions
R3;Agency_592;UPW_002;0,762;27;0,235;34;7;Performantes sur les deux dimensions
R3;Agency_688;UPW_044;0,741;29;0,116;68;39;Performantes sur les deux dimensions
R3;Agency_266;UPW_013;0,738;30;0,242;31;1;Performantes sur les deux dimensions
R3;Agency_138;UPW_006;0,738;31;0,02;98;67;Performantes sur les deux dimensions
R3;Agency_578;UPW_052;0,738;33;0,184;52;19;Performantes sur les deux dimensions
R3;Agency_181;UPW_031;0,734;35;0,222;40;5;Performantes sur les deux dimensions
R3;Agency_525;UPW_045;0,733;36;0,372;11;25;Performantes sur les deux dimensions
R3;Agency_047;UPW_036;0,732;37;0,194;49;12;Performantes sur les deux dimensions
R3;Agency_387;UPW_023;0,73;38;0,071;86;48;Performantes sur les deux dimensions
R3;Agency_523;UPW_043;0,728;39;0,422;5;34;Performantes sur les deux dimensions
R3;Agency_708;UPW_038;0,723;40;0,265;29;11;Performantes sur les deux dimensions
R3;Agency_628;UPW_033;0,722;41;0,268;28;13;Performantes sur les deux dimensions
R3;Agency_016;UPW_031;0,705;42;0,077;83;41;Performantes sur les deux dimensions
R3;Agency_800;UPW_030;0,698;43;0,279;24;19;Performantes sur les deux dimensions
R3;Agency_842;UPW_039;0,694;44;0,236;33;11;Performantes sur les deux dimensions
R3;Agency_826;UPW_007;0,69;45;0,381;10;35;Performantes sur les deux dimensions
R3;Agency_722;UPW_033;0,69;46;0,224;39;7;Performantes sur les deux dimensions
R3;Agency_434;UPW_031;0,678;48;0,344;16;32;Performantes sur les deux dimensions
R3;Agency_843;UPW_019;0,674;49;0,122;66;17;Performantes sur les deux dimensions
R3;Agency_675;UPW_038;0,674;50;0,032;95;45;Performantes sur les deux dimensions
R3;Agency_832;UPW_036;0,672;51;0,213;42;9;Performantes sur les deux dimensions
R3;Agency_932;UPW_043;0,672;53;0,207;44;9;Performantes sur les deux dimensions
R3;Agency_063;UPW_005;0,671;54;0,359;13;41;Performantes sur les deux dimensions
R3;Agency_494;UPW_043;0,67;55;0,195;47;8;Performantes sur les deux dimensions
R3;Agency_943;UPW_049;0,67;56;0,322;20;36;Performantes sur les deux dimensions
R3;Agency_847;UPW_014;0,664;58;0,076;84;26;Performantes sur les deux dimensions
R3;Agency_296;UPW_004;0,662;60;0,053;89;29;Performantes sur les deux dimensions
R3;Agency_831;UPW_052;0,658;61;0,229;38;23;Performantes sur les deux dimensions
R3;Agency_289;UPW_038;0,657;62;0,206;45;17;Performantes sur les deux dimensions
R3;Agency_636;UPW_032;0,656;64;0,124;63;1;Performantes sur les deux dimensions
R3;Agency_189;UPW_013;0,653;65;0,111;70;5;Performantes sur les deux dimensions
